# Updated 03/12/2025: removed duplicate points
x,y,z  
-0.5782,-10.0236,9.0000  
-0.5782,-9.9971,8.7054  
-0.5782,-9.9184,8.4203  
-0.5782,-9.7901,8.1538  
-0.8435,-9.3422,8.1531  
-1.0394,-8.9234,8.3107  
-1.0394,-8.7915,8.2237  
-1.0394,-8.6461,8.1615  
-1.0394,-8.4920,8.1264  
-1.0394,-8.3342,8.1193  
-1.0394,-8.1775,8.1405  
-1.0394,-8.0272,8.1893  
-1.0394,-7.8880,8.2642  
-1.0394,-7.7645,8.3628  
-1.0394,-7.6605,8.4818  
-1.0394,-7.5794,8.6175  
-0.8435,-9.6603,9.0000  
-0.8435,-9.6396,8.7703  
-0.8435,-9.5783,8.5479  
-0.8435,-9.4782,8.3401  
-1.0394,-9.0374,8.4198  
-1.0394,-9.2553,9.0000  
-1.0394,-9.2411,8.8426  
-1.0394,-9.1991,8.6902  
-1.0394,-9.1305,8.5478  
-1.1595,-8.7111,8.7052  
-0.8435,-9.6396,9.2297  
-1.0394,-9.2411,9.1574  
-1.0394,-9.1991,9.3098  
-1.0394,-9.1305,9.4522  
-1.0394,-7.5239,9.2345  
-0.8435,-7.1335,9.3423  
-1.0394,-7.4957,9.0790  
1.4274,-9.9304,7.0480  
1.4274,-10.2518,7.3549  
1.9129,-8.1506,6.8000  
0.6871,-8.1506,6.8000  
1.9523,-8.3737,6.8000  
0.6477,-8.3737,6.8000  
1.9129,-8.5968,6.8000  
0.6871,-8.5968,6.8000  
1.7997,-8.7930,6.8000  
0.8003,-8.7930,6.8000  
1.6261,-8.9386,6.8000  
0.9739,-8.9386,6.8000  
1.4133,-9.0161,6.8000  
1.1867,-9.0161,6.8000  
0.8003,-7.9544,6.8000  
1.7997,-7.9544,6.8000  
0.9739,-7.8088,6.8000  
1.6261,-7.8088,6.8000  
1.1867,-7.7314,6.8000  
1.4133,-7.7314,6.8000  
-0.6730,-7.3323,9.5369  
-0.6730,-7.2495,9.3301  
-0.4334,-6.9311,9.4236  
-0.4334,-6.8770,9.1429  
-0.1387,-6.5942,9.1699  
-0.1387,-6.5942,8.8301  
0.2018,-6.3680,8.8085  
0.2018,-6.4405,8.4324  
0.5772,-6.2841,8.3864  
0.5772,-6.4380,8.0021  
0.9757,-6.3546,7.9591  
0.9757,-6.5881,7.5958  
1.3844,-6.5712,7.5825  
1.3844,-6.8720,7.2670  
1.7905,-6.9058,7.3059  
1.7905,-7.2529,7.0587  
2.1810,-7.3143,7.1651  
2.1810,-7.6807,6.9977  
2.5434,-7.7429,7.1775  
2.5434,-8.0992,7.0911  
2.5434,-8.4655,7.0736  
2.5434,-8.8284,7.1258  
2.5434,-9.0165,7.1817  
2.5434,-9.1749,7.2457  
2.1810,-9.2539,7.0727  
2.5434,-9.4924,7.4290  
2.1810,-9.6027,7.2741  
2.1810,-9.9072,7.5379  
1.7905,-9.9960,7.4531  
1.7905,-10.2595,7.7881  
1.3844,-10.0333,7.4176  
1.3844,-10.3028,7.7603  
0.9757,-10.0178,7.4324  
0.9757,-10.2847,7.7719  
0.5772,-9.9499,7.4971  
0.5772,-10.2058,7.8226  
0.2018,-9.8319,7.6096  
0.2018,-10.0686,7.9107  
-0.1387,-9.6674,7.7664  
-0.1387,-9.8775,8.0336  
-0.4334,-9.4619,7.9624  
-0.4334,-9.6386,8.1871  
-0.6730,-9.2216,8.1915  
-0.6730,-9.3593,8.3666  
-0.8498,-8.9544,8.4463  
-0.8498,-9.0487,8.5662  
-0.9581,-8.6688,8.7187  
-0.9581,-8.7167,8.7796  
-0.9947,-8.3737,9.0000  
-0.8498,-7.6605,9.3677  
-0.8498,-7.7430,9.4960  
-0.8498,-7.8482,9.6064  
-0.9581,-8.1067,9.3081  
-0.9581,-8.1699,9.3531  
-0.8498,-8.1113,9.7583  
-0.8498,-7.9725,9.6949  
-0.9581,-8.3931,9.4072  
-0.9581,-8.3157,9.4036  
-0.9581,-8.2404,9.3853  
-0.8498,-8.7070,9.7299  
-0.9581,-8.5431,9.3709  
-0.9581,-8.4698,9.3962  
-0.8498,-8.9544,9.5537  
-0.8498,-8.8392,9.6536  
-0.9581,-8.6102,9.3321  
-0.6730,-9.4614,9.4354  
-0.6730,-9.3593,9.6334  
-0.8498,-9.0487,9.4338  
-0.8498,-9.1187,9.2982  
-0.9581,-8.7522,9.1515  
-0.9581,-8.7740,9.0772  
-0.4334,-9.8501,9.2845  
-0.6730,-9.5241,9.2217  
-0.8498,-9.1616,9.1519  
-0.1387,-10.1613,9.0000  
-0.4334,-9.8772,9.0000  
-0.6730,-9.5453,9.0000  
-0.8498,-9.1761,9.0000  
-0.9581,-8.7814,9.0000  
0.2018,-10.3885,9.0000  
0.2018,-10.3521,8.6187  
0.5772,-10.5122,8.5878  
0.2018,-10.2442,8.2512  
0.5772,-10.3955,8.1906  
0.9757,-10.4826,8.1557  
1.3844,-10.5025,8.1477  
2.5434,-7.4094,7.3298  
2.1810,-6.9862,7.3987  
2.1810,-6.7082,7.6902  
1.7905,-6.6117,7.6143  
1.7905,-6.3813,7.9728  
1.3844,-6.3355,7.9492  
0.9757,-6.1941,8.3600  
0.5772,-6.2057,8.7930  
2.1810,-8.4745,6.8836  
2.1810,-8.0722,6.9028  
1.7905,-7.6405,6.8817  
1.3844,-7.2272,7.0141  
0.9757,-6.8861,7.2832  
0.5772,-6.6618,7.6537  
0.2018,-6.5829,8.0768  
-0.1387,-6.6585,8.4964  
-0.4334,-6.8770,8.8571  
-0.6730,-7.2074,9.1114  
-0.8498,-7.6038,9.2261  
-0.9581,-8.0113,9.1868  
-0.9581,-8.0532,9.2520  
2.1810,-8.8732,6.9409  
1.7905,-8.9022,6.8216  
1.7905,-9.0528,6.8637  
1.3844,-9.3263,6.9141  
1.3844,-9.0334,6.8038  
0.9757,-9.3174,6.9337  
0.5772,-9.2784,7.0190  
0.5772,-8.8872,6.8835  
0.2018,-8.8487,7.0420  
0.2018,-8.4696,6.9875  
-0.1387,-8.4588,7.2144  
-0.1387,-8.1193,7.2306  
-0.4334,-8.1597,7.5118  
-0.4334,-7.8819,7.5792  
-0.6730,-7.9905,7.8928  
-0.6730,-7.7879,7.9853  
-0.8498,-7.9725,8.3051  
-0.8498,-7.8482,8.3936  
-0.9581,-8.1067,8.6919  
-0.9581,-8.0532,8.7480  
0.5772,-8.4773,6.8246  
0.5772,-8.0638,6.8443  
0.5772,-7.6614,6.9419  
0.9757,-7.6307,6.8533  
1.3844,-7.6237,6.8330  
-0.9581,-8.7167,9.2204  
-0.9581,-8.6688,9.2813  
-0.9581,-7.9825,9.1149  
-0.9581,-7.9678,9.0388  
-0.9581,-7.9678,8.9612  
-0.9581,-7.9825,8.8851  
-0.9581,-8.0113,8.8132  
-0.9581,-8.1699,8.6469  
-0.9581,-8.2404,8.6147  
-0.9581,-8.3157,8.5964  
-0.9581,-8.3931,8.5928  
-0.9581,-8.4698,8.6038  
-0.9581,-8.5431,8.6291  
-0.9581,-8.6102,8.6679  
-0.9581,-8.7522,8.8485  
-0.9581,-8.7740,8.9228  
-0.1387,-10.1290,8.6617  
-0.1387,-10.0332,8.3356  
-0.4334,-9.8501,8.7155  
-0.4334,-9.7695,8.4412  
-0.6730,-9.5241,8.7783  
-0.6730,-9.4614,8.5646  
-0.8498,-9.1616,8.8481  
-0.8498,-9.1187,8.7018  
-0.8498,-7.5749,9.0763  
-0.8498,-7.5749,8.9237  
-0.8498,-7.6038,8.7739  
-0.8498,-7.6605,8.6323  
-0.8498,-7.7430,8.5040  
-0.6730,-7.2074,8.8886  
-0.4334,-6.9311,8.5764  
-0.1387,-6.7848,8.1809  
0.2018,-6.7900,7.7545  
0.5772,-6.9475,7.3541  
0.9757,-7.2379,7.0327  
1.7905,-9.6740,7.1740  
1.7905,-9.3049,6.9610  
2.1810,-9.0478,6.9913  
1.3844,-9.7038,7.1321  
0.9757,-9.6914,7.1496  
0.5772,-9.6370,7.2260  
0.2018,-9.5424,7.3588  
0.2018,-9.2107,7.1673  
-0.1387,-9.4106,7.5439  
-0.1387,-9.1163,7.3739  
-0.1387,-8.7951,7.2628  
-0.4334,-9.2458,7.7753  
-0.4334,-8.9983,7.6323  
-0.4334,-8.7282,7.5389  
-0.4334,-8.4452,7.4982  
-0.6730,-9.0533,8.0456  
-0.6730,-8.8604,7.9343  
-0.6730,-8.6499,7.8614  
-0.6730,-8.4295,7.8297  
-0.6730,-8.2070,7.8403  
-0.8498,-8.8392,8.3464  
-0.8498,-8.7070,8.2701  
-0.8498,-8.5629,8.2202  
-0.8498,-8.4119,8.1985  
-0.8498,-8.2595,8.2057  
-0.8498,-8.1113,8.2417  
-0.1387,-7.7890,7.3107  
-0.4334,-7.6219,7.6979  
-0.1387,-7.4799,7.4519  
-0.4334,-7.3891,7.8637  
-0.1387,-7.2031,7.6490  
-0.4334,-7.1918,8.0706  
-0.1387,-6.9686,7.8950  
-0.4334,-7.0373,8.3110  
0.2018,-7.7147,7.0960  
0.2018,-7.3663,7.2552  
0.2018,-7.0543,7.4773  
0.2018,-8.0870,7.0057  
0.5772,-7.2848,7.1139  
-0.6730,-7.6065,8.1145  
-0.6730,-7.4527,8.2758  
-0.6730,-7.3323,8.4631  
-0.6730,-7.2495,8.6699  
2.5042,-6.8127,7.5985  
1.1490,-8.7589,9.5556  
2.4655,-6.8592,7.6372  
2.4126,-6.9200,7.6847  
1.1478,-8.7457,9.5289  
1.1438,-8.7513,9.5596  
1.1426,-8.7382,9.5329  
2.4074,-6.9125,7.6887  
2.4603,-6.8516,7.6411  
2.4990,-6.8051,7.6025  
4.5500,-6.4927,3.2349  
4.5500,-6.4927,2.5970  
4.5500,-7.7927,3.2270  
4.5500,-9.7927,3.2270  
4.5500,-4.4500,3.2349  
4.5500,-11.0927,3.2270  
4.5500,-13.0927,3.2270  
4.5500,-7.7927,2.5970  
4.5500,-4.4500,2.5970  
4.5500,-11.0927,2.5970  
4.5500,-9.7927,2.5970  
4.5500,-13.0927,2.5970  
-1.5000,1.1842,3.2180  
-1.5000,2.7491,3.2180  
-1.6000,1.1842,3.2180  
-1.6000,2.7491,3.2180  
-1.5000,1.1842,2.6630  
-1.6000,1.1842,2.6630  
-1.5000,2.7491,2.6630  
-1.6000,2.7491,2.6630  
-1.5000,-2.7491,3.2180  
-1.5000,-1.1842,3.2180  
-1.6000,-2.7491,3.2180  
-1.6000,-1.1842,3.2180  
-1.5000,-1.1842,2.6630  
-1.6000,-1.1842,2.6630  
-1.5000,-2.7491,2.6630  
-1.6000,-2.7491,2.6630  
1.5000,2.7491,3.2180  
1.5000,1.1842,3.2180  
1.6000,2.7491,3.2180  
1.6000,1.1842,3.2180  
1.5000,1.1842,2.6630  
1.6000,1.1842,2.6630  
1.5000,2.7491,2.6630  
1.6000,2.7491,2.6630  
1.5000,-1.1842,3.2180  
1.5000,-2.7491,3.2180  
1.6000,-1.1842,3.2180  
1.6000,-2.7491,3.2180  
1.5000,-1.1842,2.6630  
1.6000,-1.1842,2.6630  
1.5000,-2.7491,2.6630  
1.6000,-2.7491,2.6630  
-1.5000,-0.7500,0.0000  
-1.5000,-0.7500,2.5000  
1.5000,-0.7500,-0.0000  
1.5000,-0.7500,2.5000  
-1.5000,0.7500,2.5000  
-1.5000,0.7500,0.0000  
1.5000,0.7500,2.5000  
1.5000,0.7500,-0.0000  
-1.5000,3.2500,0.0000  
1.5000,3.2500,-0.0000  
1.5000,-3.2500,-0.0000  
-1.5000,-3.2500,0.0000  
1.5000,3.2500,4.0000  
1.5000,-3.2500,4.0000  
-1.5000,-3.2500,4.0000  
-1.5000,3.2500,4.0000  
1.9500,9.4500,5.2500  
2.4500,9.3500,10.0500  
-6.0000,7.5000,5.5000  
0.2500,3.3000,3.1000  
1.0000,3.3000,5.5000  
0.1500,3.3000,10.0500  
0.2500,3.3000,6.6000  
-0.5000,3.3000,5.5000  
1.7500,3.2500,5.5000  
-3.2500,3.2500,5.5000  
-0.0990,5.1250,11.0000  
1.4010,5.1000,11.0000  
-2.6063,9.3250,11.0000  
-5.2500,7.4750,11.0000  
-3.3563,5.1000,11.0000  
0.8687,9.1250,11.0000  
-0.2750,10.9500,11.0000  
-2.6063,9.8750,11.0000  
1.3760,9.1250,11.0000  
1.3760,7.8250,11.0000  
2.5000,5.9750,11.0000  
-3.6500,11.7000,10.0500  
-3.7500,11.7000,6.6000  
-3.7500,11.7000,3.1000  
-4.5000,11.7000,5.5000  
-3.0000,11.7000,5.5000  
-5.2500,11.7500,5.5000  
2.5000,10.9750,7.5000  
2.5000,11.7500,5.5000  
2.5000,10.2250,2.0000  
2.5000,7.5000,0.0000  
2.5000,3.2500,5.5000  
2.5000,5.9750,7.5000  
-0.2500,11.7500,5.5000  
-4.5000,7.4750,-0.0000  
1.0000,7.5250,0.0000  
-5.2500,7.4750,-0.0000  
1.7500,7.5250,0.0000  
-8.0000,-10.5000,1.9000  
-1.7500,-13.7500,3.8000  
1.7000,-13.7500,3.2500  
-1.7500,-13.7500,0.0000  
-5.2500,-13.7500,0.6000  
-4.5000,-13.7500,1.9500  
-5.2500,-13.7500,3.2500  
1.7000,-13.7500,0.6000  
0.9500,-13.7500,1.9500  
-7.2500,-10.5000,0.0000  
-1.0000,-10.5000,0.0000  
-1.0000,-5.2500,0.0000  
-7.2500,-7.2500,1.9000  
-7.2000,-13.2500,1.9500  
-1.8000,-13.2500,1.9500  
4.5000,-5.5213,1.2985  
4.5000,-8.5000,-0.0000  
4.5000,-10.7713,1.2985  
4.5000,-11.7713,1.2985  
4.5000,-8.5000,3.8000  
4.5000,-3.2500,1.9000  
4.5000,-4.8713,1.2985  
4.5000,-12.4213,1.2985  
4.5000,-13.7500,1.9000  
-1.0000,-3.2500,1.9000  
-6.5000,-5.2500,1.9000  
-1.0000,-3.0500,3.8000  
4.7000,-8.5000,3.9000  
-1.7500,-13.9500,3.8000  
-0.0500,-13.9500,4.7500  
-0.9000,-3.1500,3.8000  
4.7000,-8.5000,3.8000  
4.6000,-8.6000,3.8000  
-1.8500,-13.8500,3.8000  
-5.3338,-11.6978,4.0000  
-5.3701,-11.6478,4.0000  
-4.6201,-8.1360,4.0000  
-4.5838,-5.1359,4.0000  
-4.6201,-5.1859,4.0000  
-1.3000,-8.5000,4.0000  
-7.4500,-10.5000,4.0000  
3.5338,-5.1359,4.0000  
3.5701,-6.1359,4.0000  
1.2000,-8.5000,4.0000  
4.7000,-8.5000,4.0000  
3.5338,-11.6978,4.0000  
2.0750,-6.3737,5.5000  
2.0750,-10.3737,5.5000  
-0.2759,-10.1277,5.5000  
-1.3000,-8.3737,5.5000  
-0.3139,-6.6686,5.5000  
-0.0500,-4.2119,5.5000  
-2.1750,-7.3737,5.5000  
-0.0500,-12.6619,5.5000  
-0.0500,-1.7848,4.0000  
-0.0500,-1.7848,4.7500  
1.2000,-2.9467,4.6500  
1.2000,-7.2119,4.6500  
1.2000,-12.6619,4.6500  
-1.3000,-12.6619,4.6500  
-1.3000,-7.2119,4.6500  
-1.3000,-2.9467,4.6500  
1.2000,-8.3737,5.3000  
-1.3000,-8.3737,5.3000  
0,-0.7500,1.2500  
0,0.7500,1.2500  
0,0,2.5000  
0,2.0000,0  
0,-2.0000,0  
1.5000,0,4.0000  
1.5000,-3.2500,2.0000  
1.5000,-2.0000,1.2500  
1.5000,3.2500,2.0000  
1.5000,2.0000,1.2500  
0,-3.2500,2.0000  
-1.5000,-2.0000,1.2500  
-1.5000,-3.2500,2.0000  
-1.5000,0,4.0000  
-1.5000,3.2500,2.0000  
-1.5000,2.0000,1.2500  
0,3.2500,2.0000  
0,0,4.0000  
-6.0000,7.5000,-0.0000  
-6.0000,11.7500,5.5000  
-6.0000,7.5000,11.0000  
-6.0000,3.2500,5.5000  
1.3750,3.2500,2.7500  
1.0000,3.2500,5.5000  
2.1250,3.2500,8.2500  
-1.8750,3.2500,8.2500  
-0.5000,3.2500,5.5000  
-4.6250,3.2500,2.7500  
0.6510,5.1250,11.0000  
0.4505,4.2125,11.0000  
1.9505,4.1750,11.0000  
-1.6594,8.1375,11.0000  
-0.6063,5.1250,11.0000  
-3.2500,3.2750,11.0000  
-1.8563,9.8750,11.0000  
-3.5531,10.7875,11.0000  
1.4010,7.8250,11.0000  
-0.2500,11.7250,11.0000  
1.1125,11.3500,11.0000  
-5.6250,9.6125,11.0000  
-4.8750,11.7500,2.7500  
-4.5000,11.7500,5.5000  
-5.6250,11.7500,8.2500  
2.5000,10.2000,7.5000  
2.5000,10.5875,9.2500  
2.5000,11.7500,2.7500  
2.5000,9.4625,3.0000  
2.5000,10.9750,2.0000  
2.5000,5.9750,2.0000  
2.5000,8.7000,7.5000  
-1.6250,11.7500,8.2500  
-3.0000,11.7500,5.5000  
1.1250,11.7500,2.7500  
-2.5000,5.3875,-0.0000  
-1.7500,7.5000,-0.0000  
-1.0000,9.6125,-0.0000  
-3.7500,9.5875,-0.0000  
-5.6250,9.6125,-0.0000  
0.2500,5.4125,0.0000  
2.1250,5.3875,0.0000  
-8.0000,-10.5000,3.8000  
-8.0000,-13.7500,1.9000  
-8.0000,-10.5000,0.0000  
-8.0000,-7.2500,1.9000  
1.3750,-13.7500,3.8000  
-4.5500,-13.7500,3.2500  
3.1000,-13.7500,3.5250  
0.9500,-13.7500,2.7000  
-4.5500,-13.7500,0.6000  
1.3750,-13.7500,-0.0000  
-6.6250,-13.7500,0.3000  
-4.5000,-13.7500,1.2000  
-5.5000,-13.7500,1.5750  
-4.5000,-13.7500,2.7000  
-3.5000,-13.7500,2.3250  
-6.6250,-13.7500,3.5250  
0.9500,-13.7500,1.2000  
3.1000,-13.7500,0.3000  
-0.0750,-13.7500,1.5750  
1.9750,-13.7500,2.3250  
-7.6250,-8.8750,0.0000  
-4.5000,-12.1250,0.0000  
-1.0000,-3.2500,0.0000  
-3.7500,-4.2500,0.0000  
-7.6250,-7.2500,2.8500  
-6.8750,-7.2500,0.9500  
-6.5000,-7.2500,1.9000  
4.5000,-5.8750,-0.0000  
4.5000,-9.2820,1.9477  
4.5000,-5.8750,3.8000  
4.5000,-10.7713,3.5135  
4.5000,-3.8500,1.2985  
4.5000,-3.2500,2.8500  
4.5000,-5.6820,1.9477  
4.5000,-13.4213,1.2985  
4.5000,-12.0927,2.5970  
-1.0000,-3.2500,3.8000  
-3.7500,-3.2500,2.8500  
1.7500,-3.2500,0.9500  
-6.5000,-5.2500,3.8000  
-6.5000,-5.2500,0.0000  
-6.5000,-3.2500,1.9000  
-1.8838,-11.6978,4.0000  
-4.7500,-13.9500,4.0000  
-6.0351,-9.3489,4.0000  
-4.6201,-7.2478,4.0000  
-3.5802,-8.6789,4.0000  
-4.0000,-3.0500,4.0000  
-1.8838,-5.1359,4.0000  
-4.6201,-7.1860,4.0000  
-6.7000,-5.0500,4.0000  
-1.3000,-11.2250,4.0000  
-1.7299,-6.1359,4.0000  
-8.2000,-10.5000,4.0000  
-7.8250,-8.7750,4.0000  
1.7838,-5.1359,4.0000  
2.9500,-3.0500,4.0000  
3.0052,-7.6789,4.0000  
3.5701,-5.2478,4.0000  
1.6299,-6.1359,4.0000  
1.2000,-11.2250,4.0000  
4.7000,-11.2250,4.0000  
2.9500,-13.9500,4.0000  
1.7838,-11.6978,4.0000  
0.9741,-10.1277,5.5000  
-0.0500,-11.3737,5.5000  
-0.3737,-6.9047,5.5000  
-0.3737,-9.9047,5.5000  
-0.0500,-5.3737,5.5000  
0.9361,-6.6686,5.5000  
-0.0500,-3.0500,5.5000  
1.2000,-4.2119,5.5000  
-1.3000,-4.2119,5.5000  
-1.3000,-9.8737,5.5000  
-0.0500,-13.9500,5.5000  
-1.3000,-12.6619,5.5000  
1.2000,-12.6619,5.5000  
-1.3000,-1.7848,4.0000  
-0.0500,-3.0500,4.0000  
1.2000,-1.7848,4.0000  
-0.0500,-0.5196,4.0000  
-1.3000,-1.7848,4.7500  
1.2000,-1.7848,4.7500  
1.2000,-5.1309,4.3250  
-1.3000,-5.1309,4.3250  
1.2000,-9.8737,5.3000  
1.6299,-7.2978,5.3000  
-1.7299,-7.2978,5.3000  
-1.3000,-9.8737,5.3000  
-1.5000,-0.7500,1.2500  
0,-0.7500,0  
1.5000,-0.7500,1.2500  
0,-0.7500,2.5000  
-1.5000,0.7500,1.2500  
0,0.7500,2.5000  
1.5000,0.7500,1.2500  
0,0.7500,0  
-0.7500,-0.3750,2.5000  
0.7500,0.3750,2.5000  
-1.5000,2.0000,0.0000  
1.5000,2.0000,-0.0000  
0,3.2500,0  
1.5000,-2.0000,-0.0000  
-1.5000,-2.0000,0.0000  
0,-3.2500,0  
1.5000,1.6250,4.0000  
1.5000,-1.0329,3.6090  
1.5000,-2.9995,1.3315  
1.5000,-1.7495,2.5815  
1.5000,1.7495,2.5815  
1.5000,2.9995,1.3315  
0,-3.2500,4.0000  
-1.5000,-1.7495,2.5815  
-1.5000,-2.9995,1.3315  
-1.5000,-1.6250,4.0000  
-1.5000,1.0329,3.6090  
-1.5000,2.9995,1.3315  
-1.5000,1.7495,2.5815  
0,3.2500,4.0000  
0.7500,-1.6250,4.0000  
-0.7500,1.6250,4.0000  
-6.0000,9.6250,2.7500  
-6.0000,5.3750,2.7500  
-6.0000,9.6250,8.2500  
-6.0000,5.3750,8.2500  
2.1250,3.2500,2.7500  
1.9375,3.2500,1.3750  
1.3750,3.2500,8.2500  
1.5625,3.2500,9.6250  
-4.6250,3.2500,8.2500  
-3.2500,3.2500,11.0000  
-1.8750,3.2500,2.7500  
-3.2500,3.2500,-0.0000  
-2.9813,7.2125,11.0000  
-4.8750,9.5875,11.0000  
-5.6250,5.3625,11.0000  
-1.9281,4.2000,11.0000  
-2.0344,6.0250,11.0000  
-4.6781,4.1750,11.0000  
-0.4938,9.5000,11.0000  
1.0875,10.5750,11.0000  
-1.6375,11.3250,11.0000  
1.4010,6.4625,11.0000  
2.5000,4.6125,11.0000  
2.5000,7.3375,11.0000  
1.7813,10.7750,11.0000  
-5.0625,10.6562,11.0000  
-5.6250,11.7500,2.7500  
-5.4375,11.7500,1.3750  
-4.8750,11.7500,8.2500  
-5.0625,11.7500,9.6250  
2.5000,10.5875,5.7500  
2.5000,11.1687,10.1250  
2.5000,11.3625,9.2500  
2.5000,11.7500,4.1250  
2.5000,11.7500,8.2500  
2.5000,8.1000,2.0000  
2.5000,5.3750,0.0000  
2.5000,9.6250,0.0000  
2.5000,5.9750,4.7500  
2.5000,3.2500,8.2500  
2.5000,3.2500,2.7500  
2.5000,7.3375,9.2500  
2.5000,4.6125,9.2500  
2.5000,7.3375,5.7500  
1.1250,11.7500,8.2500  
-0.2500,11.7500,11.0000  
-1.6250,11.7500,2.7500  
-0.2500,11.7500,-0.0000  
-5.2500,5.3625,-0.0000  
-3.2500,3.2750,-0.0000  
1.7500,9.6375,0.0000  
-0.2500,11.7250,-0.0000  
-4.1250,10.6437,-0.0000  
-4.5000,9.5875,-0.0000  
-4.8750,9.5875,-0.0000  
-5.0625,10.6562,-0.0000  
-5.6250,5.3625,-0.0000  
0.6250,4.3562,0.0000  
1.0000,5.4125,0.0000  
1.3750,5.4125,0.0000  
1.5625,4.3437,0.0000  
2.1250,9.6375,0.0000  
-8.0000,-12.1250,2.8500  
-8.0000,-8.8750,2.8500  
-8.0000,-12.1250,0.9500  
-8.0000,-8.8750,0.9500  
-0.1875,-13.7500,3.8000  
-4.8750,-13.7500,3.8000  
-2.8250,-13.7500,2.9750  
-2.8250,-13.7500,0.9000  
-4.8750,-13.7500,0.0000  
-0.1875,-13.7500,0.0000  
-6.8750,-8.8750,0.0000  
-7.0625,-8.0625,0.0000  
-7.6250,-12.1250,0.0000  
-3.7500,-8.8750,0.0000  
1.7500,-12.1250,-0.0000  
1.7500,-6.8750,-0.0000  
1.7500,-4.2500,-0.0000  
-5.1250,-5.7500,0.0000  
-3.7500,-6.2500,0.0000  
4.5000,-11.1250,-0.0000  
4.5000,-6.8338,1.2985  
1.7500,-3.2500,2.8500  
-5.1250,-3.2500,1.4250  
-3.7500,-3.2500,0.9500  
3.1250,-3.2500,2.3750  
-6.5000,-6.2500,2.8500  
-6.5000,-4.2500,2.8500  
-6.5000,-6.2500,0.9500  
-6.5000,-4.2500,0.9500  
-3.3169,-12.8239,4.0000  
-3.9007,-10.5716,4.0000  
-6.7669,-12.8239,4.0000  
-6.7851,-12.7989,4.0000  
-4.6201,-8.1978,4.0000  
-3.9552,-10.4966,4.0000  
-2.9419,-4.0930,4.0000  
-5.6419,-4.0930,4.0000  
-3.5257,-6.1789,4.0000  
-5.6601,-6.1180,4.0000  
-3.5802,-6.2539,4.0000  
-5.6601,-4.1180,4.0000  
-1.7299,-11.5859,4.0000  
-1.3000,-9.8625,4.0000  
-1.3000,-5.7750,4.0000  
-1.9448,-7.6789,4.0000  
-7.8250,-12.2250,4.0000  
-7.2625,-7.9125,4.0000  
-7.0750,-8.7750,4.0000  
2.3669,-4.0930,4.0000  
2.9507,-6.1789,4.0000  
4.1169,-4.0930,4.0000  
1.8448,-7.6789,4.0000  
1.2000,-5.7750,4.0000  
1.2000,-9.8625,4.0000  
1.6299,-11.5859,4.0000  
3.5701,-11.5859,4.0000  
3.5701,-10.2234,4.0000  
4.7000,-5.7750,4.0000  
2.3669,-12.8239,4.0000  
4.1169,-12.8239,4.0000  
2.9507,-10.5716,4.0000  
-0.3737,-8.4047,5.5000  
-1.3000,-6.8737,5.5000  
-2.1750,-10.3737,5.5000  
-2.1750,-8.8737,5.5000  
-2.6125,-8.3737,5.5000  
1.2000,-9.9369,4.6500  
1.2000,-9.2928,4.9750  
-1.3000,-9.2928,4.9750  
-1.3000,-9.9369,4.6500  
-0.7500,-3.2500,1.0000  
0.7500,-3.2500,1.0000  
-0.7500,-3.2500,3.0000  
0.7500,-3.2500,3.0000  
0.7500,3.2500,1.0000  
-0.7500,3.2500,1.0000  
0.7500,3.2500,3.0000  
-0.7500,3.2500,3.0000  
0.7500,1.6250,4.0000  
-0.7500,-1.6250,4.0000  
-6.0000,7.5000,2.7500  
-6.0000,9.6250,-0.0000  
-6.0000,5.3750,-0.0000  
-6.0000,9.6250,5.5000  
-6.0000,11.7500,8.2500  
-6.0000,11.7500,2.7500  
-6.0000,7.5000,8.2500  
-6.0000,5.3750,11.0000  
-6.0000,9.6250,11.0000  
-6.0000,5.3750,5.5000  
-6.0000,3.2500,2.7500  
-6.0000,3.2500,8.2500  
1.5625,3.2500,4.1250  
1.4688,3.2500,0.6875  
1.1875,3.2500,1.3750  
1.1875,3.2500,6.8750  
1.0000,3.2500,8.2500  
1.0000,3.2500,2.7500  
1.1875,3.2500,4.1250  
1.9375,3.2500,6.8750  
2.0312,3.2500,10.3125  
2.3125,3.2500,9.6250  
2.3125,3.2500,4.1250  
2.3125,3.2500,6.8750  
-3.9375,3.2500,9.6250  
-2.5625,3.2500,6.8750  
-2.5625,3.2500,9.6250  
-1.1875,3.2500,4.1250  
-0.5000,3.2500,2.7500  
-0.5000,3.2500,8.2500  
-1.1875,3.2500,6.8750  
-2.5625,3.2500,1.3750  
-3.9375,3.2500,4.1250  
-5.3125,3.2500,1.3750  
-5.3125,3.2500,6.8750  
-5.3125,3.2500,4.1250  
-3.9281,8.4000,11.0000  
-3.5531,10.5125,11.0000  
-4.3031,6.2875,11.0000  
-1.9813,5.1125,11.0000  
-0.5531,4.2125,11.0000  
-0.6594,6.0375,11.0000  
-3.3031,4.1875,11.0000  
-4.6250,3.2625,11.0000  
-1.8750,3.2875,11.0000  
0.2969,10.0375,11.0000  
0.0781,8.5875,11.0000  
1.6594,9.6625,11.0000  
-1.0656,10.4125,11.0000  
-2.4281,10.7875,11.0000  
-1.2844,8.9625,11.0000  
-5.0625,11.7500,4.1250  
-4.9688,11.7500,0.6875  
-4.6875,11.7500,1.3750  
